1.110815e+003,-7.861038e-003
1.114672e+003,-7.188735e-003
1.118529e+003,-6.439200e-003
1.122386e+003,-5.634501e-003
1.126243e+003,-5.317243e-003
1.130100e+003,-4.952386e-003
1.133957e+003,-4.950498e-003
1.137814e+003,-4.872547e-003
1.141671e+003,-4.874193e-003
1.145528e+003,-4.799339e-003
1.149385e+003,-4.932178e-003
1.153242e+003,-5.013595e-003
1.157099e+003,-5.289348e-003
1.160956e+003,-5.538014e-003
1.164813e+003,-5.929611e-003
1.168670e+003,-6.325840e-003
1.172527e+003,-6.893357e-003
1.176384e+003,-7.379817e-003
1.180241e+003,-7.939416e-003
1.184098e+003,-8.412314e-003
1.187955e+003,-8.930378e-003
1.191812e+003,-9.307282e-003
1.195669e+003,-9.551478e-003
1.199526e+003,-9.612333e-003
1.203383e+003,-9.641589e-003
1.207240e+003,-9.499111e-003
1.211097e+003,-9.332007e-003
1.214954e+003,-9.039398e-003
1.218811e+003,-8.718465e-003
1.222668e+003,-8.254341e-003
1.226525e+003,-7.815449e-003
1.230382e+003,-7.305491e-003
1.234239e+003,-6.852109e-003
1.238096e+003,-6.390153e-003
1.241953e+003,-5.997923e-003
1.245810e+003,-5.673897e-003
1.249667e+003,-5.499714e-003
1.253524e+003,-5.320781e-003
1.257381e+003,-5.179785e-003
1.261238e+003,-5.015520e-003
1.265095e+003,-4.946829e-003
1.268952e+003,-4.920091e-003
1.272809e+003,-4.960334e-003
1.276666e+003,-4.996615e-003
1.280523e+003,-5.061761e-003
1.284380e+003,-5.068116e-003
1.288237e+003,-5.065389e-003
1.292094e+003,-4.995011e-003
1.295951e+003,-4.944004e-003
1.299808e+003,-4.840911e-003
1.303665e+003,-4.786458e-003
1.307522e+003,-4.710766e-003
1.311379e+003,-4.639022e-003
1.315236e+003,-4.517122e-003
1.319093e+003,-4.425175e-003
1.322950e+003,-4.341614e-003
1.326807e+003,-4.305636e-003
1.330664e+003,-4.302084e-003
1.334521e+003,-4.401614e-003
1.338378e+003,-4.620998e-003
1.342235e+003,-4.881447e-003
1.346092e+003,-4.812386e-003
1.349949e+003,-4.590506e-003
1.353806e+003,-4.406514e-003
1.357663e+003,-4.300547e-003
1.361520e+003,-4.253125e-003
1.365377e+003,-4.234284e-003
1.369234e+003,-4.108549e-003
1.373091e+003,-3.950608e-003
1.376948e+003,-3.782325e-003
1.380805e+003,-3.693542e-003
1.384662e+003,-3.692899e-003
1.388519e+003,-3.757761e-003
1.392376e+003,-3.748529e-003
1.396233e+003,-3.765521e-003
1.400090e+003,-3.751118e-003
1.403947e+003,-3.637620e-003
1.407804e+003,-3.460111e-003
1.411661e+003,-3.325959e-003
1.415518e+003,-3.268981e-003
1.419375e+003,-3.260905e-003
1.423232e+003,-3.160082e-003
1.427089e+003,-3.074860e-003
1.430946e+003,-3.029668e-003
1.434803e+003,-3.052588e-003
1.438660e+003,-3.031231e-003
